t_us,t_s,x_m,y_m,yaw_rad,vx_body_m_s,vy_body_m_s,yaw_rate_rad_s,line_position_m,line_error_m,line_visible,line_confidence,pwm_left,pwm_right,motor_current_left_a,motor_current_right_a,motor_torque_left_nm,motor_torque_right_nm,wheel_force_left_n,wheel_force_right_n,desired_wheel_force_left_n,desired_wheel_force_right_n,slip_left,slip_right,normal_left_n,normal_right_n,battery_voltage_v,sensor_00_adc,sensor_01_adc,sensor_02_adc,sensor_03_adc,sensor_04_adc,sensor_05_adc,sensor_06_adc,sensor_07_adc,sensor_08_adc,sensor_09_adc,sensor_10_adc,sensor_11_adc,sensor_12_adc,sensor_13_adc,sensor_14_adc,sensor_15_adc
4815000,4.815000000,0.093954517,0.003409889,-0.177198009,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4816000,4.816000000,0.093974903,0.003406239,-0.177104986,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4817000,4.817000000,0.093995289,0.003402591,-0.177011962,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4818000,4.818000000,0.094015675,0.003398944,-0.176918939,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4819000,4.819000000,0.094036062,0.003395300,-0.176825915,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4820000,4.820000000,0.094056449,0.003391658,-0.176732892,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4821000,4.821000000,0.094076837,0.003388017,-0.176639868,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4822000,4.822000000,0.094097225,0.003384378,-0.176546845,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4823000,4.823000000,0.094117613,0.003380741,-0.176453821,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4824000,4.824000000,0.094138002,0.003377106,-0.176360798,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4825000,4.825000000,0.094158390,0.003373473,-0.176267774,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4826000,4.826000000,0.094178780,0.003369842,-0.176174751,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4827000,4.827000000,0.094199169,0.003366213,-0.176081727,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4828000,4.828000000,0.094219559,0.003362585,-0.175988704,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4829000,4.829000000,0.094239949,0.003358960,-0.175895680,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4830000,4.830000000,0.094260340,0.003355336,-0.175802657,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4831000,4.831000000,0.094280731,0.003351715,-0.175709633,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4832000,4.832000000,0.094301122,0.003348095,-0.175616610,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4833000,4.833000000,0.094321514,0.003344477,-0.175523587,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4834000,4.834000000,0.094341905,0.003340861,-0.175430563,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4835000,4.835000000,0.094362298,0.003337247,-0.175337540,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4836000,4.836000000,0.094382690,0.003333635,-0.175244516,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4837000,4.837000000,0.094403083,0.003330025,-0.175151493,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4838000,4.838000000,0.094423476,0.003326416,-0.175058469,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4839000,4.839000000,0.094443870,0.003322810,-0.174965446,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4840000,4.840000000,0.094464264,0.003319205,-0.174872422,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4841000,4.841000000,0.094484658,0.003315602,-0.174779399,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4842000,4.842000000,0.094505053,0.003312001,-0.174686375,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4843000,4.843000000,0.094525448,0.003308403,-0.174593352,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4844000,4.844000000,0.094545843,0.003304806,-0.174500328,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4845000,4.845000000,0.094566239,0.003301210,-0.174407305,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4846000,4.846000000,0.094586634,0.003297617,-0.174314281,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4847000,4.847000000,0.094607031,0.003294026,-0.174221258,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4848000,4.848000000,0.094627427,0.003290436,-0.174128234,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4849000,4.849000000,0.094647824,0.003286849,-0.174035211,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4850000,4.850000000,0.094668222,0.003283263,-0.173942188,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4851000,4.851000000,0.094688619,0.003279680,-0.173849164,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4852000,4.852000000,0.094709017,0.003276098,-0.173756141,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4853000,4.853000000,0.094729415,0.003272518,-0.173663117,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4854000,4.854000000,0.094749814,0.003268940,-0.173570094,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4855000,4.855000000,0.094770213,0.003265364,-0.173477070,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4856000,4.856000000,0.094790612,0.003261789,-0.173384047,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4857000,4.857000000,0.094811012,0.003258217,-0.173291023,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4858000,4.858000000,0.094831412,0.003254647,-0.173198000,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4859000,4.859000000,0.094851812,0.003251078,-0.173104976,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4860000,4.860000000,0.094872213,0.003247511,-0.173011953,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4861000,4.861000000,0.094892613,0.003243947,-0.172918929,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4862000,4.862000000,0.094913015,0.003240384,-0.172825906,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4863000,4.863000000,0.094933416,0.003236823,-0.172732882,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4864000,4.864000000,0.094953818,0.003233264,-0.172639859,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4865000,4.865000000,0.094974220,0.003229707,-0.172546835,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4866000,4.866000000,0.094994623,0.003226151,-0.172453812,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4867000,4.867000000,0.095015026,0.003222598,-0.172360789,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
